Time,Amount,Age,Location,TransactionType,Class,JobArea,ItemCategory
110906.41250328804,12.73,42,FL,Online,0,Tech Support,Electronics
97146.22655194992,30.46,18,PA,In-Store,0,Education,Gas
228963.09416620928,36.28,78,TX,In-Store,0,Engineering,Pharmacy
3937.2751335755784,12.5,68,TX,In-Store,0,Healthcare,Restaurants
34028.761729552425,206.82,56,MI,Online,0,Education,Restaurants
157656.3861225642,73.31,63,NC,Online,0,Hospitality,Furniture
35747.460072971335,180.06,59,MI,In-Store,0,Retail,Furniture
164230.10131613037,19.65,72,TX,In-Store,0,Hospitality,Electronics
101794.42728610174,44.22,31,OH,Online,0,Logistics,Gas
130714.74800448396,45.87,38,FL,In-Store,1,Finance,Gas
135110.74976586254,31.04,40,IL,In-Store,0,Retail,Furniture
206866.85536411192,20.49,79,CA,Online,0,Hospitality,Restaurants
145755.8049530792,35.09,26,GA,In-Store,0,Logistics,Restaurants
76605.75142952234,42.66,65,MI,Online,0,Tech Support,Pharmacy
8132.174993136511,46.58,48,OH,Online,0,Healthcare,Gas
53283.246625647145,37.03,20,GA,Online,0,Retail,Gas
67171.91291306727,32.0,19,GA,Online,0,Logistics,Gas
57993.27740482775,30.6,70,CA,Online,0,Engineering,Furniture
99890.85922774488,12.02,51,OH,In-Store,0,Hospitality,Toys
1740.7312551494285,37.07,67,IL,In-Store,0,Tech Support,Clothing
16868.52182047374,89.11,75,OH,In-Store,0,Engineering,Electronics
103845.40329556752,41.26,19,TX,In-Store,0,Engineering,Clothing
119638.82410348277,10.36,60,GA,In-Store,0,Healthcare,Furniture
86941.29125690612,35.58,54,MI,Online,0,Healthcare,Furniture
87874.92383841902,122.42,37,OH,In-Store,0,Healthcare,Clothing
61353.156981295586,32.07,32,FL,In-Store,0,Hospitality,Clothing
166369.21481907053,55.56,48,NY,Online,0,Finance,Pharmacy
184229.38987768415,19.07,41,NC,Online,0,Engineering,Restaurants
155371.42878391923,28.86,21,OH,Online,1,Education,Restaurants
150950.40357204093,4.59,44,FL,Online,0,Retail,Clothing
63643.8868715834,126.04,79,PA,In-Store,0,Logistics,Restaurants
148857.81454448483,28.97,40,NY,Online,0,Healthcare,Clothing
156571.8440511618,196.97,75,IL,Online,0,Healthcare,Gas
48382.8172778554,12.79,19,NC,Online,0,Healthcare,Pharmacy
80455.33753328912,27.92,72,FL,In-Store,0,Finance,Restaurants
84901.89863441621,52.15,46,FL,In-Store,0,Healthcare,Electronics
125169.71015058164,100.19,54,NC,Online,0,Healthcare,Toys
106758.1200250287,7.97,53,NY,In-Store,0,Hospitality,Restaurants
257664.9586196565,3.92,68,FL,In-Store,0,Hospitality,Pharmacy
119151.51129885574,79.63,23,NY,Online,0,Retail,Groceries
61218.08534313487,62.96,70,PA,Online,0,Retail,Pharmacy
156217.24565934783,35.37,35,PA,In-Store,0,Education,Restaurants
48812.32695923021,160.75,30,NC,Online,0,Hospitality,Clothing
235162.25618801627,76.85,43,MI,In-Store,0,Healthcare,Electronics
16370.88447387067,48.71,62,MI,Online,0,Education,Clothing
139551.59263045315,8.58,52,CA,In-Store,0,Hospitality,Gas
115207.29021250772,36.32,50,IL,In-Store,0,Education,Clothing
78692.23962684417,4.42,58,PA,Online,0,Finance,Groceries
17463.41989047522,24.69,27,CA,Online,0,Tech Support,Restaurants
41463.17056344349,39.74,32,OH,In-Store,0,Engineering,Toys
82097.3388715293,427.16,79,MI,Online,0,Engineering,Furniture
1589.250519353603,11.48,19,GA,In-Store,0,Retail,Clothing
161401.59645708656,45.31,65,NY,In-Store,0,Healthcare,Restaurants
93964.8941635283,22.88,46,TX,Online,0,Tech Support,Pharmacy
62376.28939123663,102.17,19,NC,In-Store,0,Retail,Electronics
151649.82157926777,18.87,58,NY,In-Store,0,Tech Support,Furniture
117882.28269657932,22.5,20,CA,In-Store,0,Hospitality,Groceries
156978.0082723274,58.89,39,PA,Online,0,Healthcare,Pharmacy
228824.17889187517,5.01,37,NY,In-Store,0,Tech Support,Restaurants
36584.65931822767,1.29,57,GA,In-Store,0,Logistics,Clothing
157235.93132999938,154.63,33,TX,In-Store,0,Education,Pharmacy
172074.64915236994,11.69,42,OH,Online,0,Healthcare,Toys
226627.43924198358,15.23,80,GA,Online,0,Retail,Groceries
197869.92443393907,68.53,46,GA,Online,0,Finance,Restaurants
144107.27574497383,52.37,38,GA,Online,1,Education,Pharmacy
118781.52116626441,7.33,49,NY,In-Store,0,Engineering,Gas
228501.18140484788,22.4,67,IL,Online,0,Education,Groceries
230756.41890468198,76.56,52,CA,Online,0,Finance,Restaurants
160078.91444295898,28.34,71,MI,Online,0,Healthcare,Furniture
106284.64556836651,36.26,49,TX,Online,0,Tech Support,Clothing
539.4213543875835,66.9,18,FL,In-Store,0,Engineering,Pharmacy
58614.35292378743,14.99,75,FL,In-Store,0,Engineering,Restaurants
18468.332310771733,6.48,35,FL,In-Store,0,Healthcare,Groceries
251376.07825008358,27.09,62,GA,In-Store,0,Finance,Clothing
8519.300133068758,49.12,71,CA,Online,0,Healthcare,Gas
180385.98974264215,55.53,52,IL,In-Store,0,Retail,Groceries
239083.37757966743,41.63,64,CA,Online,0,Engineering,Furniture
255472.98951191248,40.28,69,GA,In-Store,0,Finance,Toys
14936.003824997071,28.82,61,TX,Online,0,Education,Electronics
199233.4299050567,32.96,72,NC,In-Store,0,Healthcare,Clothing
64104.25753592681,30.01,53,GA,Online,0,Engineering,Furniture
57756.381470679305,6.9,41,NC,Online,0,Finance,Clothing
86855.6896885772,20.07,25,OH,In-Store,0,Finance,Electronics
83344.64083684115,39.17,56,NC,In-Store,0,Logistics,Furniture
202393.30149133722,45.4,72,GA,In-Store,0,Education,Furniture
185981.06286951987,11.98,46,NY,Online,1,Hospitality,Restaurants
2100.293226400264,42.44,24,OH,Online,0,Tech Support,Groceries
74358.67876572514,39.63,47,GA,In-Store,0,Tech Support,Groceries
23604.636150922623,90.37,68,TX,Online,0,Education,Gas
100412.24739492047,13.08,78,NC,In-Store,0,Engineering,Pharmacy
138555.51549848905,5.96,76,GA,In-Store,0,Tech Support,Electronics
74334.39697917733,14.23,41,TX,In-Store,0,Finance,Furniture
186107.11815715244,17.49,19,PA,Online,0,Finance,Groceries
63407.35281114024,8.0,79,IL,In-Store,0,Healthcare,Groceries
165129.550730521,14.11,27,TX,In-Store,0,Logistics,Clothing
169910.19777851916,74.95,25,PA,Online,0,Education,Groceries
56148.51679650386,22.86,20,OH,In-Store,0,Logistics,Restaurants
88560.45770751331,78.75,59,GA,Online,0,Finance,Restaurants
227818.40534004936,46.81,22,IL,In-Store,0,Hospitality,Clothing
113902.07810690322,47.83,72,IL,Online,0,Education,Toys
27048.24807824008,7.03,67,GA,Online,0,Tech Support,Pharmacy
54080.87019851478,87.93,19,NC,In-Store,0,Hospitality,Pharmacy
62158.89308353967,3.15,37,MI,Online,0,Education,Gas
3405.980923954126,24.49,31,OH,Online,0,Retail,Electronics
45841.26339406986,27.81,61,FL,Online,0,Engineering,Electronics
32107.045644806087,41.15,65,FL,In-Store,0,Logistics,Gas
10720.756850092585,137.17,51,TX,Online,0,Retail,Gas
246129.26215342863,64.04,80,NY,Online,0,Education,Pharmacy
78342.44064839839,5.56,21,TX,In-Store,0,Finance,Electronics
39614.64109620045,17.9,57,OH,In-Store,0,Logistics,Gas
21353.32637559196,9.23,77,MI,In-Store,0,Engineering,Restaurants
116201.17405872498,302.67,67,GA,In-Store,0,Tech Support,Restaurants
16705.69049895315,21.0,29,CA,Online,0,Logistics,Toys
454.8364841528376,24.86,20,IL,In-Store,0,Hospitality,Clothing
171433.5299185801,133.8,34,PA,In-Store,0,Engineering,Gas
115753.83412566785,16.08,80,CA,Online,1,Education,Restaurants
9487.565149381804,46.29,24,OH,In-Store,0,Retail,Groceries
148304.72817582122,60.29,78,MI,Online,0,Healthcare,Electronics
16642.934325768376,37.98,24,MI,Online,0,Hospitality,Furniture
115234.14370396682,31.22,62,MI,In-Store,0,Hospitality,Clothing
85866.94485435178,142.91,58,TX,In-Store,0,Tech Support,Restaurants
134069.48326704156,45.23,78,FL,Online,0,Retail,Pharmacy
16680.629820927054,20.09,64,TX,Online,0,Hospitality,Furniture
145879.4164221329,29.28,69,CA,In-Store,0,Tech Support,Groceries
10036.848182664868,1.63,49,NY,Online,0,Retail,Restaurants
2421.708628502646,20.13,28,FL,In-Store,0,Engineering,Toys
33254.66610197282,7.62,43,NY,Online,0,Logistics,Pharmacy
94465.83137425546,3.59,64,PA,In-Store,0,Tech Support,Pharmacy
116489.71506863167,7.37,26,TX,Online,0,Engineering,Gas
114591.67182291608,38.93,55,IL,Online,0,Healthcare,Toys
145531.0766948742,2.89,64,PA,In-Store,0,Logistics,Electronics
132455.92024309718,15.87,43,MI,In-Store,0,Retail,Furniture
32145.93612832491,39.83,27,PA,Online,0,Logistics,Clothing
32721.55933683389,30.91,56,IL,In-Store,0,Retail,Electronics
62815.29823340928,51.7,78,OH,In-Store,0,Engineering,Toys
67044.11211881904,22.84,45,TX,Online,0,Logistics,Restaurants
146412.87762853334,40.15,42,TX,Online,0,Hospitality,Restaurants
29788.363371772724,0.02,52,NY,Online,0,Logistics,Clothing
200856.1285564402,22.99,33,PA,In-Store,0,Engineering,Furniture
135158.0800729521,28.34,54,TX,In-Store,0,Engineering,Furniture
167103.69556426207,119.37,72,CA,In-Store,0,Retail,Groceries
41673.34903238127,32.67,32,NC,In-Store,0,Logistics,Restaurants
167798.86476457556,33.13,53,OH,Online,0,Tech Support,Groceries
9561.436501826203,142.87,42,OH,Online,0,Retail,Toys
90910.24029185779,39.12,76,FL,Online,0,Hospitality,Furniture
94082.91819537632,8.43,48,OH,Online,0,Healthcare,Groceries
21533.335091859662,115.65,22,FL,Online,0,Logistics,Clothing
11618.066319648966,14.57,59,MI,In-Store,0,Hospitality,Restaurants
72230.26468383675,13.43,44,GA,Online,0,Engineering,Furniture
6037.042753216497,14.2,60,MI,In-Store,1,Healthcare,Groceries
92227.7514824256,57.56,68,CA,Online,0,Healthcare,Electronics
147319.36903448647,24.77,71,TX,Online,0,Education,Restaurants
3675.3541949468977,9.13,60,MI,In-Store,0,Hospitality,Clothing
38163.36089600794,80.55,26,TX,Online,0,Logistics,Clothing
154389.72456007762,149.96,40,FL,In-Store,0,Retail,Restaurants
54414.97395385974,56.31,54,NY,Online,0,Logistics,Electronics
135330.29526361488,10.33,39,NY,Online,0,Logistics,Furniture
87228.67938702246,0.31,45,MI,Online,0,Tech Support,Furniture
25136.668752460235,57.83,52,TX,In-Store,0,Healthcare,Toys
99740.14042773038,46.91,64,IL,Online,0,Healthcare,Furniture
194954.24018765704,34.79,68,CA,Online,0,Education,Restaurants
82423.29232997121,27.27,23,FL,In-Store,0,Engineering,Groceries
157238.17525803894,11.26,30,NC,Online,0,Retail,Groceries
128635.64705894272,41.49,54,GA,In-Store,0,Education,Furniture
108675.4029438887,44.1,54,CA,In-Store,0,Retail,Pharmacy
7236.932055340408,118.3,73,NY,Online,0,Finance,Gas
193348.77705856322,13.59,32,CA,Online,0,Education,Groceries
33708.037269997294,18.06,65,PA,In-Store,0,Healthcare,Gas
139006.74948701847,0.82,65,OH,In-Store,0,Education,Groceries
131505.62155235044,51.38,35,CA,Online,0,Education,Electronics
30961.034592719134,52.81,49,CA,In-Store,0,Tech Support,Clothing
69616.50323891969,24.37,31,OH,Online,0,Education,Gas
47815.03461922425,64.12,21,CA,In-Store,0,Retail,Toys
70629.04307677798,71.3,45,PA,In-Store,0,Retail,Groceries
136056.7704843136,18.57,55,CA,Online,0,Tech Support,Clothing
90093.94931066249,34.15,55,NC,In-Store,0,Education,Groceries
15715.488375493807,6.6,72,NC,Online,0,Retail,Restaurants
191252.58140861776,51.06,31,NY,In-Store,0,Education,Pharmacy
52127.235353862525,81.81,36,TX,Online,0,Logistics,Clothing
31320.04415930817,28.3,38,OH,Online,0,Healthcare,Clothing
115657.70394761307,50.22,43,NY,Online,0,Tech Support,Groceries
98713.80920513044,40.75,58,PA,Online,0,Tech Support,Furniture
151323.90391738474,34.43,64,NY,Online,0,Retail,Toys
188656.9830926918,24.53,23,OH,Online,0,Healthcare,Gas
27460.258932057233,34.61,78,FL,In-Store,0,Healthcare,Pharmacy
49933.761106358914,0.07,69,GA,In-Store,0,Retail,Pharmacy
64721.93645599164,19.73,56,PA,In-Store,0,Healthcare,Furniture
20694.52219948368,18.74,62,MI,Online,0,Healthcare,Electronics
42947.681056259215,38.39,69,MI,Online,1,Finance,Gas
57179.17869453778,53.33,39,IL,In-Store,0,Retail,Gas
46625.02043815544,78.56,21,NY,In-Store,1,Engineering,Furniture
83611.04581975301,8.75,49,GA,In-Store,0,Hospitality,Pharmacy
107895.22074226744,47.32,58,OH,In-Store,0,Healthcare,Restaurants
150405.20002468862,20.74,64,MI,Online,0,Education,Gas
100351.3777569824,11.6,53,OH,Online,0,Hospitality,Toys
164000.95542999075,34.04,57,MI,In-Store,0,Logistics,Groceries
77022.11305201579,33.03,49,CA,Online,0,Tech Support,Clothing
88624.75547035027,38.14,61,TX,Online,0,Engineering,Toys
107809.20051119511,11.71,31,IL,Online,0,Education,Gas
122249.13740983895,31.99,70,MI,In-Store,0,Education,Clothing
8998.111795035411,58.03,60,OH,In-Store,0,Hospitality,Gas
151505.1020324303,21.81,29,GA,Online,0,Finance,Clothing
11240.9152678563,105.12,64,NC,Online,0,Finance,Pharmacy
53736.13809498815,141.08,25,MI,In-Store,0,Tech Support,Gas
117490.15435684235,22.47,35,MI,Online,0,Finance,Gas
100504.33222853264,25.6,36,GA,In-Store,0,Retail,Electronics
48204.569631783816,8.39,41,CA,In-Store,0,Hospitality,Electronics
89503.57918873364,9.17,58,CA,Online,0,Finance,Restaurants
47729.13639093165,36.0,65,FL,Online,0,Finance,Restaurants
13058.428164393288,7.29,36,FL,In-Store,0,Tech Support,Clothing
153905.78110380637,104.77,59,CA,Online,0,Retail,Restaurants
157152.8040115519,38.32,55,CA,Online,0,Hospitality,Groceries
74590.7695884886,24.09,47,FL,In-Store,0,Tech Support,Restaurants
212541.3944642579,16.25,67,IL,In-Store,0,Finance,Gas
65697.69565011068,4.11,61,TX,In-Store,0,Tech Support,Furniture
93294.54948047752,32.44,23,NC,Online,0,Retail,Toys
176849.49507660238,33.04,24,FL,Online,0,Engineering,Pharmacy
134792.30944051952,69.78,35,NY,Online,0,Retail,Electronics
102235.20094521655,7.75,36,IL,In-Store,0,Healthcare,Toys
19360.456712592964,27.62,49,IL,In-Store,0,Healthcare,Furniture
162045.71585018915,40.66,71,GA,Online,0,Hospitality,Electronics
15585.816994602226,65.88,38,NY,Online,0,Hospitality,Furniture
31834.05222033092,15.57,46,TX,Online,0,Logistics,Clothing
133215.29475449218,9.38,59,OH,Online,0,Finance,Gas
170104.6968255738,11.72,21,PA,In-Store,0,Hospitality,Gas
168259.43379480392,7.47,49,TX,In-Store,0,Hospitality,Groceries
81809.6819400037,68.67,78,OH,Online,0,Healthcare,Pharmacy
166857.37886261678,15.01,44,NY,Online,0,Healthcare,Toys
257856.02022143448,20.35,62,CA,In-Store,0,Engineering,Groceries
5886.969356296636,22.24,76,MI,In-Store,0,Tech Support,Clothing
131475.09882376468,15.06,21,NY,Online,0,Logistics,Clothing
38035.846047423525,17.01,34,TX,Online,0,Finance,Furniture
6811.358708798722,11.28,68,TX,Online,0,Healthcare,Restaurants
118780.97691209149,9.52,53,TX,Online,0,Finance,Restaurants
53608.657031084986,54.35,71,CA,Online,0,Hospitality,Restaurants
5458.085825870944,28.36,56,TX,In-Store,1,Tech Support,Clothing
159121.47731628193,89.55,61,MI,Online,0,Finance,Restaurants
56906.71674897674,75.94,22,OH,In-Store,0,Retail,Restaurants
53348.490348971565,2.83,20,NY,In-Store,0,Hospitality,Restaurants
18943.751992914385,15.96,54,TX,In-Store,0,Education,Restaurants
79757.1315797397,5.89,49,OH,In-Store,0,Retail,Toys
150588.3899844376,9.42,38,OH,Online,0,Engineering,Furniture
77219.86093063584,135.87,36,TX,Online,0,Finance,Pharmacy
20092.091954609776,27.51,56,TX,In-Store,0,Hospitality,Gas
7330.573130150885,16.79,74,CA,Online,0,Retail,Clothing
34677.44151392733,21.0,25,MI,Online,1,Education,Pharmacy
51202.043214795085,15.58,29,GA,In-Store,0,Finance,Gas
183212.71386089054,72.71,73,TX,In-Store,0,Logistics,Toys
57533.80267509811,17.16,44,OH,Online,0,Logistics,Toys
4096.799970082692,37.32,21,OH,In-Store,0,Healthcare,Restaurants
83502.5027112752,42.27,72,NY,Online,0,Hospitality,Gas
146342.11238132304,11.83,68,GA,In-Store,0,Healthcare,Furniture
76709.28173870209,38.57,74,NC,Online,0,Finance,Restaurants
153203.69229161442,115.93,60,NC,In-Store,0,Retail,Electronics
39455.64040929596,13.75,43,IL,Online,0,Logistics,Toys
93504.46893906438,4.95,26,OH,In-Store,0,Finance,Furniture
170151.50772275435,21.52,45,MI,In-Store,0,Engineering,Electronics
257526.34476715085,26.0,54,CA,Online,0,Hospitality,Groceries
248658.9445071497,6.98,33,FL,In-Store,0,Hospitality,Groceries
21695.077110986505,70.23,34,FL,In-Store,0,Logistics,Clothing
20258.07145829264,7.13,43,GA,In-Store,0,Engineering,Pharmacy
157385.36399211915,22.15,30,OH,Online,0,Logistics,Clothing
27164.83107864169,183.52,64,PA,In-Store,0,Healthcare,Gas
118950.96901953772,20.66,22,OH,In-Store,0,Finance,Electronics
134488.08701216758,28.21,30,IL,Online,0,Healthcare,Furniture
117467.34956471792,22.27,21,OH,In-Store,0,Hospitality,Toys
83112.11537232218,1.06,54,CA,In-Store,0,Tech Support,Electronics
142007.29215912582,70.31,54,NY,In-Store,0,Retail,Pharmacy
43575.47323122758,2.16,30,PA,In-Store,0,Engineering,Toys
169568.13723792424,41.64,73,TX,Online,0,Engineering,Pharmacy
145924.99714360497,45.54,71,NC,Online,0,Retail,Furniture
157381.08393206855,13.24,75,FL,In-Store,0,Finance,Gas
83207.06234136866,63.27,68,OH,Online,0,Healthcare,Pharmacy
16414.741679703056,30.79,45,GA,In-Store,0,Engineering,Pharmacy
158503.92190462322,21.66,23,NY,Online,0,Finance,Pharmacy
31308.47061985431,112.32,26,OH,Online,0,Finance,Pharmacy
95978.59872813402,2.78,70,NY,Online,0,Engineering,Clothing
40565.56407407504,31.94,55,MI,In-Store,0,Engineering,Pharmacy
33952.20233522434,40.31,47,NY,In-Store,0,Education,Electronics
116500.39775107212,165.06,23,MI,In-Store,0,Engineering,Gas
131427.4710162728,51.63,34,NY,Online,0,Hospitality,Restaurants
18258.857440429347,50.54,73,NC,Online,0,Engineering,Toys
58574.00324266354,86.34,65,NC,In-Store,0,Retail,Furniture
45449.815768856555,16.4,54,TX,In-Store,0,Education,Restaurants
38679.82721171447,41.43,57,PA,In-Store,0,Tech Support,Furniture
130673.71249059057,8.15,21,GA,In-Store,0,Logistics,Groceries
30356.173088971405,82.95,27,CA,Online,0,Engineering,Pharmacy
79549.40847769809,38.44,60,TX,Online,0,Hospitality,Pharmacy
194264.60146857525,37.99,38,IL,Online,0,Logistics,Groceries
